nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe,Fortalezas,Debilidades
Frieza,Frieza (Second Form),Dragon Ball Verse,https://www.superherodb.com/frieza-second-form/10-27090/,80,100,95,75,55,95,5,,"['Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Bullet Time', 'Chi Manipulation', 'Cold Resistance', 'Danmaku', 'Dexterity', 'Durability', 'Electricity Resistance', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Explosion Manipulation', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Intelligence', 'Invulnerability', 'Latent Abilities', 'Levitation', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Natural Armor', 'Natural Weapons', 'Radiation Immunity', 'Reflexes', 'Seismic Power', 'Space Survivability', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vaporising Beams', 'Ability Shift', 'Afterimage Creation', 'Aura', 'Berserk Mode', 'Clairvoyance', 'Endurance', 'Energy Absorption', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Sight', 'Extrasensory Perception', 'Indomitable Will', 'Information Analysis', 'Interstellar Travel', 'Jump', 'Light Control', 'Power Sense', 'Radar Sense', 'Robotic Engineering', 'Self-Sustenance', 'Shockwaves Generation', 'Telekinesis', 'Transformation', 'Vision - Telescopic', 'Wind Control', 'Large Size', 'Regeneration', 'Telepathy', 'Weather Control', 'Shueisha', 'DB - Dragon Ball Verse', 'Frieza Force', 'Death Battle Combatants', 'Namek/frieza Saga', 'yes', 'Walid27', 'Denisegc091477gmailcom', 'MoNsTeR', 'JaviChat', 'Hesperus', 'Tigerking2020', 'Ezio', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'All Users']",Frieza (Second Form),"['Fuerza sobrehumana', 'Transformaciones']","['Arrogancia', 'Crueldad']"
Frieza,Frieza (Third Form),Dragon Ball Verse,https://www.superherodb.com/frieza-third-form/10-27091/,80,100,100,80,60,95,5,,"['Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Bullet Time', 'Chi Manipulation', 'Cold Resistance', 'Danmaku', 'Dexterity', 'Durability', 'Electricity Resistance', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Explosion Manipulation', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Intelligence', 'Invulnerability', 'Latent Abilities', 'Levitation', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Natural Armor', 'Radiation Immunity', 'Reflexes', 'Seismic Power', 'Space Survivability', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vaporising Beams', 'Ability Shift', 'Afterimage Creation', 'Aura', 'Berserk Mode', 'Clairvoyance', 'Endurance', 'Energy Absorption', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Sight', 'Extrasensory Perception', 'Indomitable Will', 'Information Analysis', 'Interstellar Travel', 'Jump', 'Light Control', 'Natural Weapons', 'Power Sense', 'Radar Sense', 'Robotic Engineering', 'Self-Sustenance', 'Shockwaves Generation', 'Telekinesis', 'Transformation', 'Vision - Telescopic', 'Wind Control', 'Regeneration', 'Telepathy', 'Weather Control', 'Shueisha', 'DB - Dragon Ball Verse', 'Frieza Force', 'Death Battle Combatants', 'Namek/frieza Saga', 'yes', 'Denisegc091477gmailcom', 'RatnikNaSjeveru2005', 'Walid27', 'MoNsTeR', 'JaviChat', 'Hesperus', 'Tigerking2020', 'Ezio', 'Chronicler', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'All Users']",Frieza (Third Form),"['Fuerza sobrehumana', 'Transformaciones']","['Arrogancia', 'Crueldad']"
Zamasu,Fusion Zamasu,Dragon Ball Verse,https://www.superherodb.com/fusion-zamasu/10-15143/,85,100,100,100,100,100,7,,"['Accelerated Healing', 'Acrobatics', 'Agility', 'Aura', 'Berserk Mode', 'Bullet Time', 'Chi Manipulation', 'Clairvoyance', 'Cold Resistance', 'Danmaku', 'Dexterity', 'Divine Powers', 'Durability', 'Electricity Resistance', 'Emotional Power Up', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Grappling/Climbing', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Indomitable Will', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Latent Abilities', 'Light Control', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Natural Armor', 'Power Augmentation', 'Power Sense', 'Radar Sense', 'Radiation Immunity', 'Rage Power', 'Reflexes', 'Regeneration', 'Seismic Power', 'Shockwaves Generation', 'Space Survivability', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Telekinesis', 'Time Manipulation Resistance', 'Toxin and Disease Resistance', 'Vaporising Beams', 'Vision - Night', 'Vision - Telescopic', 'Weapon Creation', 'Weapon-based Powers', 'Weather Control', 'Wind Control', 'Ability Shift', 'Accelerated Development', 'Adaptation', 'Attack Reflection', 'Clairvoyance Resistance', 'Corruption', 'Cosmic Awareness', 'Dimensional Awareness', 'Dimensional Travel', 'Divinity', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Absorption', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell', 'Immortality', 'Magic', 'Natural Weapons', 'Portal Creation', 'Reactive Power Level', 'Shapeshifting', 'Size Changing', 'Statistics Amplification', 'Telepathy', 'Teleportation', 'Weapons Master', 'Creation', 'Existence Erasure Resistance', 'Insanity', 'Large Size', 'Transformation', 'Shueisha', 'DB - Dragon Ball Verse', 'Anime', 'Dragon Ball Fighterz', 'Dragon Ball Verse Characters', 'yes', 'RatnikNaSjeveru2005', 'Walid27', 'Denisegc091477gmailcom', 'MoNsTeR', 'JaviChat', 'Hesperus', 'Tigerking2020', 'Ezio', 'Chronicler', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'All Users']",Fusion Zamasu,"['Fuerza divina', 'Inmortalidad']","['Arrogancia', 'Instabilidad mental']"
Trunks,Future Trunks (Cell Saga),Dragon Ball Verse,https://www.superherodb.com/future-trunks-cell-saga/10-60778/,70,100,100,70,70,100,5,,"['Accelerated Development', 'Acrobatics', 'Agility', 'Chi Manipulation', 'Danmaku', 'Dexterity', 'Durability', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Explosion Manipulation', 'Flight', 'Grappling/Climbing', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Illumination', 'Intelligence', 'Jump', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Rage Power', 'Reflexes', 'Seismic Power', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Vaporising Beams', 'Weapons Master', 'Aura', 'Berserk Mode', 'Clairvoyance', 'Clairvoyance Resistance', 'Cloaking', 'Cold Resistance', 'Electricity Resistance', 'Emotional Power Up', 'Endurance', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Sight', 'Extrasensory Perception', 'Fire Resistance', 'Indomitable Will', 'Information Analysis', 'Invulnerability', 'Light Control', 'Power Sense', 'Shockwaves Generation', 'Spatial Awareness', 'Stealth', 'Vision - Night', 'Vision - Telescopic', 'Wind Control', 'Accelerated Healing', 'Adaptation', 'Afterimage Creation', 'Attack Reflection', 'Cosmic Awareness', 'Danger Sense', 'Longevity', 'Reactive Power Level', 'Regeneration', 'Stamina', 'Telepathy', 'Transformation', 'Shueisha', 'DB - Dragon Ball Verse', 'Tigerking2020', 'yes', 'RatnikNaSjeveru2005', 'Walid27', 'Denisegc091477gmailcom', 'MoNsTeR', 'JaviChat', 'Hesperus', 'Ezio', 'Chronicler', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'All Users']",Future Trunks (Cell Saga),"['Fuerza sobrehumana', 'Habilidades de combate']","['Impulsividad', 'Emocionalidad']"
Gogeta,Gogeta,Dragon Ball Verse,https://www.superherodb.com/gogeta/10-11730/,60,100,100,100,100,100,6,,"['Acid Resistants', 'Acrobatics', 'Afterimage Creation', 'Agility', 'Aura', 'Berserk Mode', 'Chi Manipulation', 'Cold Resistance', 'Dexterity', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Taste', 'Enhanced Touch', 'Explosion Manipulation', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Heat Generation', 'Heat Resistance', 'Master Martial Artist', 'Pressure Points', 'Rage Power', 'Reflexes', 'Spaceflight', 'Stamina', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Teleportation', 'Toxin and Disease Resistance', 'Transformation', 'Weapons Master', 'Accelerated Healing', 'Adaptation', 'Banish', 'Bullet Time', 'Clairvoyance Resistance', 'Corruption Resistance', 'Dimensional Awareness', 'Dimensional Travel', 'Divine Powers', 'Emotional Power Up', 'Existence Erasure', 'Extrasensory Perception', 'Homing Attack', 'Illusion Resistance', 'Immortality', 'Indomitable Will', 'Interstellar Travel', 'Jump', 'Light Control', 'Master Tactician', 'Mind Control Resistance', 'Pain Suppression', 'Possession Resistance', 'Power Absorption Immunity', 'Power Mimicry', 'Power Mimicry Immunity', 'Power Nullifier', 'Precognition', 'Radiation Immunity', 'Reactive Power Level', 'Reality Warping Resistance', 'Regeneration', 'Sealing', 'Self-Destruction', 'Shockwaves Generation', 'Soul Resistance', 'Supernatural Condition', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Time Manipulation Resistance', 'Transmutation Immunity', 'Weather Control', 'Existence Erasure Resistance', 'Shueisha', 'DB - Dragon Ball Verse', 'Z-Fighters', 'Gogeta', 'Anime', 'Death Battle Combatants', 'My Marvel Vs Dc Youtube Series', 'Saiyans', 'Tigerking2020', 'RatnikNaSjeveru2005', 'yes', 'Walid27', 'Denisegc091477gmailcom', 'MoNsTeR', 'JaviChat', 'Hesperus', 'Ezio', 'Chronicler', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'All Users']",Gogeta,"['Fuerza sobrehumana extrema', 'Habilidades de combate', 'Transformaciones Saiyan']","['Tiempo limitado', 'Consumo de energía']"
Gogeta,Gogeta (Super Saiyan),Dragon Ball Verse,https://www.superherodb.com/gogeta-super-saiyan/10-27194/,60,100,100,100,90,100,7,,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Agility', 'Aura', 'Awakened Power', 'Berserk Mode', 'Chi Manipulation', 'Clairvoyance', 'Danmaku', 'Dexterity', 'Durability', 'Electricity Resistance', 'Emotional Power Up', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Indomitable Will', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Latent Abilities', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Power Augmentation', 'Power Sense', 'Radar Sense', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Stamina', 'Super Speed', 'Super Strength', 'Teleportation', 'Weather Control', 'Afterimage Creation', 'Clairvoyance Resistance', 'Dimensional Awareness', 'Enhanced Hearing', 'Enhanced Sight', 'Heat Generation', 'Light Control', 'Longevity', 'Radiation Immunity', 'Regeneration', 'Stealth', 'Telepathy', 'Transformation', 'Weapons Master', 'Wind Control', 'Divinity', 'Shueisha', 'DB - Dragon Ball Verse', 'Gogeta', 'yes', 'RatnikNaSjeveru2005', 'AmalgamComics00', 'Tigerking2020', 'Walid27', 'Denisegc091477gmailcom', 'MoNsTeR', 'JaviChat', 'Hesperus', 'Ezio', 'Chronicler', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'All Users']",Gogeta (Super Saiyan),"['Fuerza sobrehumana extrema', 'Habilidades de combate', 'Transformaciones Saiyan']","['Tiempo limitado', 'Consumo de energía']"
Gogeta,Gogeta (Super Saiyan Blue),Dragon Ball Verse,https://www.superherodb.com/gogeta-super-saiyan-blue/10-46886/,85,100,100,100,100,100,7,,"['Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Attack Negation', 'Attack Reflection', 'Aura', 'Awakened Power', 'Berserk Mode', 'Bullet Time', 'Chi Manipulation', 'Clairvoyance', 'Cold Resistance', 'Corruption Resistance', 'Cosmic Awareness', 'Danger Sense', 'Danmaku', 'Dexterity', 'Dimensional Travel', 'Divine Powers', 'Divinity', 'Durability', 'Electricity Resistance', 'Emotional Power Up', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Resistance', 'Flight', 'Force Fields', 'Godly Physiology', 'Grappling/Climbing', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Illumination', 'Indomitable Will', 'Intelligence', 'Invulnerability', 'Jump', 'Latent Abilities', 'Light Control', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Natural Armor', 'Non-Physical Interaction', 'Paralysis', 'Photographic Deduction', 'Photographic Reflexes', 'Power Augmentation', 'Power Sense', 'Radar Sense', 'Radiation Immunity', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Reality Warping Resistance', 'Reflexes', 'Seismic Power', 'Shockwaves Generation', 'Spatial Awareness', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Vaporising Beams', 'Vision - Night', 'Vision - Telescopic', 'Weapons Master', 'Weather Control', 'Wind Control', 'Ability Shift', 'Banish', 'Clairvoyance Resistance', 'Dimensional Awareness', 'Fearless', 'Immortality', 'Information Analysis', 'Instinctive Reaction', 'Intangibility', 'Interstellar Travel', 'Levitation', 'Phasing', 'Possession Resistance', 'Pressure Points', 'Regeneration', 'Sealing', 'Space Survivability', 'Teleportation', 'Time Manipulation Resistance', 'Vitakinesis', 'Vortex Creation', 'Weapon-based Powers', 'Audio Control', 'Existence Erasure Resistance', 'Indestructible Digestion', 'Multiple Personalities', 'Shueisha', 'DB - Dragon Ball Verse', 'Gogeta', 'Dragon Ball Fighterz', 'Denisegc091477gmailcom', 'AmalgamComics00', 'yes', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Walid27', 'MoNsTeR', 'JaviChat', 'Hesperus', 'Ezio', 'Chronicler', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'All Users']",Gogeta (Super Saiyan Blue),"['Fuerza sobrehumana extrema', 'Habilidades de combate', 'Transformaciones Saiyan']","['Tiempo limitado', 'Consumo de energía']"
Son Gohan,Gohan (Beast),Dragon Ball Verse,https://www.superherodb.com/gohan-beast/10-52271/,80,100,100,100,100,100,7,,"['Acausality', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Attack Reflection', 'Aura', 'Berserk Mode', 'Bullet Time', 'Clairvoyance', 'Cold Resistance', 'Cosmic Awareness', 'Danger Sense', 'Danmaku', 'Dexterity', 'Dimensional Awareness', 'Divinity', 'Electricity Absorption', 'Electricity Resistance', 'Electrokinesis', 'Element Control', 'Empathy', 'Endurance', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Embodiment', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Extrasensory Perception', 'Fear Inducement', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Godly Physiology', 'Grappling/Climbing', 'Heat Resistance', 'Homing Attack', 'Hope Inducement', 'Indomitable Will', 'Insanity', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Latent Abilities', 'Levitation', 'Light Control', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Natural Armor', 'Power Augmentation', 'Radar Sense', 'Radiation Immunity', 'Rage Inducement', 'Reactive Evolution', 'Reflexes', 'Shockwaves Generation', 'Sonic Scream', 'Space Survivability', 'Spatial Awareness', 'Stamina', 'Statistics Amplification', 'Stealth', 'Super Breath', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Telepathy', 'Teleportation', 'Transformation', 'Vaporising Beams', 'Vision - Night', 'Vision - Telescopic', 'Weapons Master', 'Weather Control', 'Wind Control', 'Enhanced Sight', 'Enhanced Smell', 'Heat Generation', 'Longevity', 'Magic', 'Photographic Deduction', 'Photographic Reflexes', 'Regeneration', 'Spatial Communication', 'Water Control', 'Shueisha', 'DB - Dragon Ball Verse', 'RatnikNaSjeveru2005', 'AmalgamComics00', 'Denisegc091477gmailcom', 'yes', 'Tigerking2020', 'Walid27', 'MoNsTeR', 'JaviChat', 'Hesperus', 'Ezio', 'Chronicler', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'All Users']",Gohan (Beast),"['Fuerza sobrehumana', 'Habilidades de combate']","['Inestabilidad emocional', 'Impulsividad']"
Son Gohan,Gohan (Potential Unleashed),Dragon Ball Verse,https://www.superherodb.com/gohan-potential-unleashed/10-24086/,80,100,100,85,100,100,6,,"['Acrobatics', 'Adaptation', 'Agility', 'Chi Manipulation', 'Danger Sense', 'Dexterity', 'Durability', 'Electricity Absorption', 'Electricity Resistance', 'Emotional Power Up', 'Empathy', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Sight', 'Fear Inducement', 'Flight', 'Force Fields', 'Fusion', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Levitation', 'Light Control', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Power Absorption', 'Power Suit', 'Radar Sense', 'Rage Power', 'Reflexes', 'Seismic Power', 'Stamina', 'Stealth', 'Super Breath', 'Super Speed', 'Super Strength', 'Telepathy', 'Teleportation', 'Transformation', 'Weather Control', 'Bullet Time', 'Electrokinesis', 'Endurance', 'Fire Resistance', 'Insanity', 'Mind Control Resistance', 'Power Nullifier', 'Radiation Immunity', 'Sonic Scream', 'Toxin and Disease Resistance', 'Wind Control', 'Longevity', 'Water Control', 'Shueisha', 'DB - Dragon Ball Verse', 'Anime', 'Buu Saga', 'Dragon Ball Verse Characters', 'Gold Ranked Warriors', 'Participants Of The Tournament Of Power', 'Denisegc091477gmailcom', 'AmalgamComics00', 'Hesperus', 'RatnikNaSjeveru2005', 'yes', 'Tigerking2020', 'Walid27', 'MoNsTeR', 'JaviChat', 'Ezio', 'Chronicler', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'All Users']",Gohan (Potential Unleashed),"['Fuerza sobrehumana', 'Habilidades de combate', 'Transformaciones']","['Inexperiencia', 'Dependencia emocional']"
Gohan,Gohan (SS2),Dragon Ball Verse,https://www.superherodb.com/gohan-ss2/10-24265/,80,100,85,80,60,100,5,,"['Accelerated Development', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Aura', 'Berserk Mode', 'Bullet Time', 'Chi Manipulation', 'Clairvoyance Resistance', 'Danmaku', 'Dexterity', 'Durability', 'Emotional Power Up', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Indomitable Will', 'Intelligence', 'Jump', 'Latent Abilities', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Shockwaves Generation', 'Stamina', 'Super Speed', 'Super Strength', 'Vaporising Beams', 'Accelerated Healing', 'Clairvoyance', 'Cold Resistance', 'Corruption Resistance', 'Danger Sense', 'Electricity Resistance', 'Electrokinesis', 'Element Control', 'Energy Absorption', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Explosion Manipulation', 'Extrasensory Perception', 'Information Analysis', 'Interstellar Travel', 'Invulnerability', 'Light Control', 'Longevity', 'Natural Armor', 'Power Sense', 'Radar Sense', 'Radiation Immunity', 'Regeneration', 'Stealth', 'Telepathy', 'Weather Control', 'Wind Control', 'Cosmic Awareness', 'Robotic Engineering', 'Spatial Communication', 'Shueisha', 'DB - Dragon Ball Verse', 'Gohan', 'Anime', 'Dragon Ball Verse Characters', 'MoNsTeR', 'Hesperus', 'AmalgamComics00', 'Denisegc091477gmailcom', 'RatnikNaSjeveru2005', 'yes', 'Tigerking2020', 'Walid27', 'JaviChat', 'Ezio', 'Chronicler', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'All Users']",Gohan (SS2),"['Fuerza sobrehumana', 'Habilidades de combate', 'Transformaciones Saiyan']","['Inexperiencia', 'Impulsividad']"
