Heroe 1,Heroe 2,Resultado_Comics,Resultado_Peliculas,Resultado_Combinado
Loki (Variant L1130),Black Panther (Variant),2,1,2
Green Lantern,Kingpin,2,1,2
Mantis,Black Panther (Variant),2,1,2
Falcon,Sif,1,2,1
Yondu,Iron Fist,2,1,2
Shang-Chi,Bucky Barnes,2,1,2
Queen Hippolyta,Malekith (Reality Stone),2,1,2
The Executioner,The Collector,2,1,2
MBaku,Envy,2,1,2
T.D.K.,Chitauri Footsoldier,1,2,1
Spider-Man,Bloodsport,1,2,1
Black Mask,Luke Cage,2,1,2
Unworthy Thor,Doctor Sivana,2,1,2
Philippus,White Wolf,1,2,1
Faora,Frigga,2,1,2
Ronin,Nomad,2,1,2
Black Bolt (Earth-838),Mera,2,1,2
Giant-Man,Kingo,2,1,2
Makkari,Giant-Man,1,2,1
Aquaman,Batman,2,1,2
Superman,Deathlok,2,1,2
Cheetah,Queen Hippolyta,2,1,2
The Executioner,Eternity,2,1,2
Sersi (Uni-Mind),Cull Obsidian,1,2,1
Nomad,Thanos,2,1,2
Fandral,High Evolutionary,1,2,1
Dormammu,Okoye,2,1,2
Killer Croc,Ant-Man,1,2,1
Falcon,The Great Protector,1,2,1
Warlock,Aquaman,2,1,2
MBaku,Green Lantern,1,2,1
Cyborg,The Great Protector,1,2,1
Ebony Maw,Destroyer,1,2,1
Nam-Ek,The Punisher,1,2,1
Rocket Raccoon,The Executioner,1,2,1
T.D.K.,White Dragon,2,1,2
Jemiah the Analyzer,Ratcatcher,1,2,1
Gravik,Spectral Vision,1,2,1
Savant,Black Manta,1,2,1
War Machine,Ratcatcher,2,1,2
Rocket Raccoon,Luke Cage,1,2,1
MODOK,Atom Smasher,1,2,1
Daredevil,Nebula,2,1,2
Vulture,Quicksilver,2,1,2
Cassandra Cain,Polka-Dot Man,1,2,1
Sol Soria,Wolverine,1,2,1
Yellowjacket,Thanos,1,2,1
Doctor Sivana,Supergirl,1,2,1
Killian,Thor (Awakened),2,1,2
Captain Boomerang,Doctor Strange,2,1,2
Harley Quinn,Ronin,2,1,2
Ajak,Ghost,2,1,2
Korath the Pursuer,Cull Obsidian,1,2,1
King Shark,Wolverine,2,1,2
Black Adam,MODOK,1,2,1
Cassandra Cain,Green Lantern,2,1,2
The Flash,Valkyrie,2,1,2
Shuri,Nebula,2,1,2
Echo,Loki (Keeper of the Multiverse),2,1,2
Captain America (Worthy),Wonder Woman,2,1,2
Kang the Conqueror,Arishem the Judge,2,1,2
Red Skull,Shazam,2,1,2
Ant-Man,Red Skull,1,2,1
Arishem the Judge,Gamora,2,1,2
Ratcatcher,Cheetah,1,2,1
Doctor Fate,Star-Lord (Celestial Power),1,2,1
Surtur,Slipknot,1,2,1
Spider-Man,Jemiah the Analyzer,2,1,2
Ancient One (Time Stone),Korg,1,2,1
Shang-Chi,Ares,1,2,1
Ant-Man,Lust,1,2,1
Karathen,Deadshot,1,2,1
Corvus Glaive,Ego,1,2,1
Karathen,Batman,2,1,2
High Evolutionary,Deathlok,2,1,2
Ironheart,Green Lantern,2,1,2
King Shark,Baron Mordo,1,2,1
MBaku,Nebula,2,1,2
Pepper Potts (Extremis),Harley Quinn,1,2,1
Green Lantern,Gluttony,2,1,2
Queen Hippolyta,Ajak,2,1,2
Ajak,Black Adam,2,1,2
Makkari,Captain Marvel,2,1,2
Corvus Glaive,Frigga,2,1,2
Captain America,Queen Hippolyta,1,2,1
Polka-Dot Man,Gluttony,1,2,1
Leo Fitz,Ratcatcher,1,2,1
Scarlet Witch,Killian,2,1,2
Hawkeye,Jessica Jones,2,1,2
Iron Monger,Starro,1,2,1
Kurse,High Evolutionary,2,1,2
Shuri,T.D.K.,2,1,2
Loki (Variant L1130),Warlock,2,1,2
Baron Zemo,Cyclone,1,2,1
Star-Lord (Celestial Power),Eternity,1,2,1
Quake,Mantis,1,2,1
Star-Lord,Valkyrie,1,2,1
Hawkeye,Unworthy Thor,1,2,1
Kurse,Odin,2,1,2
The Great Protector,Fenris,2,1,2
Ancient One (Time Stone),Cassandra Cain,1,2,1
Kingpin,Echo,1,2,1
Sersi,Envy,1,2,1
Lex Luthor,Captain Boomerang,1,2,1
Rick Flag,Loki,2,1,2
Eternity,General Zod,1,2,1
Superman,Talos the Untamed,2,1,2
She-Hulk,Lust,1,2,1
Hespera,Vision,2,1,2
Captain Carter (Earth-838),Loki (King of Asgard),2,1,2
MODOK,Thena,1,2,1
Parademon,Hawkeye,2,1,2
Black Panther (Variant),Taskmaster,1,2,1
Arishem the Judge,The Grandmaster,1,2,1
Lex Luthor,Rick Flag,2,1,2
Black Widow,Captain Boomerang,2,1,2
Thor,Agatha Harkness,1,2,1
Cheetah,Okoye,2,1,2
Gravik,Killmonger,2,1,2
Swole Groot,Rick Flag,2,1,2
Batman,Philippus,1,2,1
Lex Luthor,Nuidis Vulko,2,1,2
Ayo,Philippus,2,1,2
Daredevil,Harley Quinn,2,1,2
Swole Groot,Mister Zsasz,2,1,2
Doctor Strange,Kid Loki,2,1,2
Sersi,Chitauri Footsoldier,1,2,1
Arishem the Judge,Iron Man,2,1,2
Photon,Lady Loki,1,2,1
Killian,Black Mask,1,2,1
Scarlet Witch,Superman,2,1,2
Bullseye,Rescue,1,2,1
Corvus Glaive,Taskmaster,1,2,1
Thena,Atom Smasher,1,2,1
Kang the Conqueror,Ultron,1,2,1
Thanos,Iron Man,2,1,2
Iron Fist,Ironheart,2,1,2
King Shark,Hulk,2,1,2
Swole Groot,The Great Protector,2,1,2
Fenris,Agatha Harkness,1,2,1
Doctor Strange,Giant-Man,1,2,1
The Collector,Sabbac,1,2,1
High Evolutionary,The Great Protector,2,1,2
Vigilante,Black Canary,2,1,2
Scarlet Witch,Vision,2,1,2
Sif,Joker,2,1,2
Ayo,Queen Atlanna,2,1,2
Red Skull,Winter Soldier,1,2,1
Proxima Midnight,Mighty Thor,1,2,1
Makkari,Malekith (Reality Stone),2,1,2
Batman,Supergirl,2,1,2
Vulture,Ronin,2,1,2
Mantis,Ghost Rider,2,1,2
Gravik,Wanda Maximoff (Pre-Wandavision),1,2,1
Ocean Master,Black Widow (Variant),1,2,1
Destroyer,Hespera,2,1,2
Wonder Woman,Queen Atlanna,2,1,2
Kurse,Sabbac,2,1,2
Loki,Kro,1,2,1
Star-Lord (Celestial Power),Iron Man (MK 1),1,2,1
Ronin,Wonder Woman,2,1,2
Fandral,Jemiah the Analyzer,1,2,1
Surtur,Jemiah the Analyzer,2,1,2
Wonder Woman,Hulk,2,1,2
Outrider,Dormammu,1,2,1
Frigga,Baron Mordo,1,2,1
Abomination,Giah,2,1,2
Hela,Wolverine,2,1,2
Luke Cage,Hulk,2,1,2
Green Lantern,Star-Lord,2,1,2
Jessica Jones,Dar-Benn,1,2,1
Gluttony,Steppenwolf,2,1,2
Gargantos,Fat Thor,2,1,2
Mantis,Rick Flag,1,2,1
Slipknot,Chitauri Footsoldier,1,2,1
Polka-Dot Man,Doctor Fate,2,1,2
Red Skull (Stonekeeper),Baron Mordo,2,1,2
Rick Flag,Hespera,1,2,1
Agatha Harkness,Lust,2,1,2
Loki (Keeper of the Multiverse),Doctor Strange,2,1,2
White Wolf,Killian,1,2,1
Ironheart,Black Manta,1,2,1
Mr. Knight,Rick Flag,2,1,2
Kro,Teenage Groot,2,1,2
Nomad,Ratcatcher,2,1,2
Killmonger,Baron Mordo,1,2,1
Incubus,Sif,1,2,1
Cyborg,Black Adam,1,2,1
Spectral Vision,Kaecilius,1,2,1
Hela,Hulk,2,1,2
Superman,Gluttony,2,1,2
Thena,Rescue,2,1,2
Lady Loki,Black Mask,2,1,2
Proxima Midnight,Ghost,2,1,2
Mister Zsasz,Korath the Pursuer,2,1,2
Wolverine,The Flash,1,2,1
Ronan the Accuser,MODOK,1,2,1
Outrider,Iron Man (MK 1),1,2,1
Queen Hippolyta,Loki (Keeper of the Multiverse),2,1,2
Rick Flag,Parademon,1,2,1
Phastos,Ironheart,2,1,2
King Shark,Thor (Awakened),1,2,1
Fenris,Philippus,1,2,1
Mighty Thor,Okoye,2,1,2
Ego,Hawkeye,1,2,1
Ironheart,Wasp,1,2,1
Makkari,Mera,2,1,2
Penthesileia,Crossbones,1,2,1
Loki,Mysterio,2,1,2
Gamora,Quake,1,2,1
Steppenwolf,Shuri,1,2,1
Yellowjacket,Lex Luthor,1,2,1
Shang-Chi,Taskmaster,1,2,1
Hela,Ayo,1,2,1
Nam-Ek,Wonder Woman,2,1,2
Ebony Maw,Slipknot,2,1,2
War Machine,Faora,2,1,2
Captain Carter (Earth-838),Moon Knight,2,1,2
Abomination,Nomad,1,2,1
Iron Monger,Hespera,1,2,1
Lady Loki,Joker,2,1,2
Ghost,Ares,2,1,2
The Executioner,Fandral,2,1,2
Iron Man (MK 1),Quicksilver,1,2,1
Korath the Pursuer,Jemiah the Analyzer,1,2,1
Red Skull,Ghost Rider,2,1,2
Quicksilver,The Executioner,2,1,2
Batman,Baby Groot,1,2,1
Falcon,Ocean Master,2,1,2
Pepper Potts (Extremis),Darkseid,2,1,2
Huntress,Iron Man (Hulkbuster),1,2,1
Huntress,Deathlok,2,1,2
MODOK,Thanos (Infinity Gauntlet),1,2,1
Swole Groot,Spectral Vision,1,2,1
King Nereus,Ironheart,2,1,2
Quake,Pepper Potts (Extremis),1,2,1
Black Widow (Variant),Hawkman,1,2,1
Ajak,Kang the Conqueror,2,1,2
Baron Zemo,Ajak,1,2,1
Nebula,Dar-Benn,1,2,1
Kaecilius,Valkyrie,2,1,2
Kingpin,Hulk (Stark Gauntlet),1,2,1
Starro,Ant-Man,1,2,1
Incubus,Daredevil,2,1,2
Doomsday,Batman,1,2,1
Ancient One,Quake,2,1,2
Bucky Barnes,Odin,2,1,2
Swole Groot,Deadshot,2,1,2
Phastos,Black Panther,2,1,2
The Collector,Agatha Harkness,1,2,1
Doctor Strange,Mysterio,1,2,1
T.D.K.,Cassandra Cain,1,2,1
Frigga,Cyclone,2,1,2
Nick Fury,Giant-Man,2,1,2
Doctor Fate,Kingpin,2,1,2
Loki (Keeper of the Multiverse),The Punisher,1,2,1
Doctor Sivana,War Machine,1,2,1
Taskmaster,Gluttony,2,1,2
Fandral,Supergirl,2,1,2
Green Lantern,Ratcatcher,1,2,1
Ironheart,She-Hulk,1,2,1
Nam-Ek,Black Widow,2,1,2
King Nereus,Hawkeye (Variant),2,1,2
Rick Flag,Kro,2,1,2
Freddy Freeman,Queen Atlanna,2,1,2
Quicksilver,Black Widow,2,1,2
Superman,Kro,1,2,1
War Machine,Thanos,2,1,2
Korg,MODOK,1,2,1
Ancient One (Time Stone),Heimdall,2,1,2
Polka-Dot Man,Captain America (Worthy),2,1,2
Starro,Kingpin,1,2,1
Groot,Giah,2,1,2
Quicksilver,Captain America,2,1,2
Iron Man (Hulkbuster),Supergirl,2,1,2
Ancient One,Jor-El,2,1,2
Kang the Conqueror,Cull Obsidian,2,1,2
Green Lantern,Smart Hulk,2,1,2
Thor,Nebula,2,1,2
Black Canary,Rocket Raccoon,2,1,2
Iron Spider,Ant-Man,2,1,2
Parademon,Sabbac,2,1,2
Jessica Jones,Judomaster,2,1,2
Frigga,Moon Knight,2,1,2
Sinister Strange,Penthesileia,2,1,2
MODOK,Ms. America,1,2,1
Hawkeye (Variant),Korg,1,2,1
Mr. Knight,Loki,1,2,1
Thena,Fandral,2,1,2
Green Lantern,Sersi,2,1,2
High Evolutionary,Peacemaker,1,2,1
Pepper Potts (Extremis),Corvus Glaive,2,1,2
Fat Thor,Nomad,1,2,1
Red Skull,Polka-Dot Man,1,2,1
Jor-El,Spectral Vision,2,1,2
Mantis,Chitauri Footsoldier,1,2,1
Mera,War Machine,2,1,2
Ironheart,Corvus Glaive,2,1,2
Sersi (Uni-Mind),Lady Loki,2,1,2
MODOK,Bloodsport,1,2,1
Cyborg,Yellowjacket,2,1,2
Red Guardian,Karathen,1,2,1
Echo,Nam-Ek,2,1,2
Vision,Hespera,2,1,2
Ares,White Wolf,1,2,1
Ronan the Accuser (Power Stone),Swole Groot,1,2,1
Ares,Gravik,1,2,1
Black Panther,The Collector,2,1,2
Iron Man,Captain Marvel,2,1,2
Whiplash Mark II,Warlock,2,1,2
Falcon,Deathlok,1,2,1
General Zod,Vision,1,2,1
Valkyrie,Killmonger,1,2,1
Starro,Lady Loki,1,2,1
Judomaster,Thor (Awakened),2,1,2
Gilgamesh,Korath the Pursuer,1,2,1
Arishem the Judge,Proxima Midnight,1,2,1
The Flash,Sersi (Uni-Mind),1,2,1
Wonder Woman,Katana,2,1,2
Scarlet Witch,Corvus Glaive,2,1,2
Gravik,Gargantos,1,2,1
Iron Spider,Heimdall,1,2,1
Hulk,Kid Loki,1,2,1
Corvus Glaive,Ironheart,2,1,2
Taskmaster,Scarlet Witch,2,1,2
Queen Atlanna,Thor,1,2,1
Lady Loki,Ancient One (Time Stone),1,2,1
Captain America (Worthy),Wanda Maximoff (Pre-Wandavision),1,2,1
Gilgamesh,Ant-Man,2,1,2
Dark Flash,Proxima Midnight,2,1,2
The Flash,Cheetah,1,2,1
Pepper Potts (Extremis),Daredevil,2,1,2
Supergirl,Kingpin,1,2,1
Ocean Master,Captain Marvel,1,2,1
Ajak,Zeus,2,1,2
The Flash,Spider-Man,2,1,2
Valkyrie,Black Widow,1,2,1
Deathlok,Thor (Pre-Ragnarok),2,1,2
Philippus,Gamora,2,1,2
Atom Smasher,Mysterio,1,2,1
Sol Soria,Namor,1,2,1
She-Hulk,Ghost,1,2,1
Hulk,Lady Loki,2,1,2
Captain Carter (Earth-838),Katana,2,1,2
Winter Soldier,Black Panther,1,2,1
Nebula,Giant-Man,1,2,1
Thanos,Malekith,2,1,2
Iron Man (Hulkbuster),Cyclone,1,2,1
Gamora,White Dragon,2,1,2
Mister Zsasz,Talos the Untamed,1,2,1
Supergirl,Huntress,2,1,2
Baron Mordo,Kang the Conqueror,1,2,1
Loki (Mind Stone),Dormammu,2,1,2
Captain America (Worthy),Ayo,2,1,2
Korg,Photon,1,2,1
Sif,Yellowjacket,2,1,2
Cyclone,Sol Soria,1,2,1
Iron Man (Stark Gauntlet),Hawkeye (Variant),1,2,1
Spectral Vision,Baby Groot,1,2,1
Ghost Rider,The Punisher,1,2,1
Rick Flag,Deathlok,1,2,1
Ronan the Accuser,Giah,2,1,2
Whiplash Mark II,Nomad,1,2,1
Loki (King of Asgard),Atom Smasher,2,1,2
Iron Man (Hulkbuster),Iron Man (Stark Gauntlet),2,1,2
Doctor Strange,Namor,2,1,2
Iron Man (MK 1),Cyborg,2,1,2
Red Skull (Stonekeeper),Stature,1,2,1
Ocean Master,Ronin,1,2,1
Moon Knight,Ms. America,2,1,2
Giant-Man,Doomsday,2,1,2
Taskmaster,Black Panther (Variant),1,2,1
Loki,War Machine,2,1,2
Teenage Groot,Sinister Strange,2,1,2
MBaku,Iron Man (MK 1),1,2,1
Wrath,Kingpin,2,1,2
Wolverine,El Diablo,2,1,2
Quake,Shang-Chi,2,1,2
Kaecilius,Daredevil,1,2,1
Cull Obsidian,Yondu,2,1,2
Parademon,Mighty Thor,2,1,2
Nebula,Shuri,2,1,2
Ayo,The Flash,2,1,2
Kid Loki,Green Lantern,1,2,1
Peacemaker,Ares,1,2,1
Thena,Ghost,1,2,1
Iron Man (Stark Gauntlet),Heimdall,2,1,2
Nuidis Vulko,Hawkman,2,1,2
Ayo,Nebula,1,2,1
Groot,Gargantos,2,1,2
Bloodsport,Thor,2,1,2
Doctor Sivana,Iron Man (Hulkbuster),2,1,2
Crossbones,Deadshot,1,2,1
Heimdall,Leviathan,2,1,2
Kingo,Baron Zemo,1,2,1
Jemiah the Analyzer,Doctor Strange,2,1,2
Black Panther,Captain America (Worthy),2,1,2
Groot,Cull Obsidian,2,1,2
Philippus,Huntress,1,2,1
Mantis,Thor,2,1,2
Supergirl,Cassandra Cain,1,2,1
Quicksilver,Green Lantern,1,2,1
Taskmaster,Black Adam,2,1,2
Mantis,Sinister Strange,2,1,2
Bullseye,Thena,2,1,2
Bucky Barnes,War Machine,1,2,1
Malekith,Kaecilius,2,1,2
Judomaster,Nomad,2,1,2
Fat Thor,The Collector,2,1,2
Unworthy Thor,Gravik,1,2,1
Polka-Dot Man,Bucky Barnes,1,2,1
Baron Mordo,Ronan the Accuser,1,2,1
Black Panther,Wanda Maximoff (Pre-Wandavision),2,1,2
Nam-Ek,Nebula,2,1,2
King Nereus,Okoye,2,1,2
Spectral Vision,Makkari,2,1,2
Star-Lord (Celestial Power),Captain America (Worthy),1,2,1
Enchantress,Captain America,2,1,2
Deathlok,Black Panther (Variant),2,1,2
Sinister Strange,Ebony Maw,1,2,1
Rick Flag,Leo Fitz,2,1,2
Enchantress,Leo Fitz,1,2,1
Ocean Master,Freddy Freeman,2,1,2
Gargantos,Spectral Vision,1,2,1
Yellowjacket,Phastos,1,2,1
Thena,Sabbac,2,1,2
Kang the Conqueror,Kurse,1,2,1
Warlock,Mr. Knight,1,2,1
Captain Carter (Earth-838),Doctor Strange,1,2,1
Parademon,Vulture,1,2,1
Kid Loki,Mister Zsasz,2,1,2
Echo,Okoye,1,2,1
Iron Man,Freddy Freeman,1,2,1
Faora,Groot,2,1,2
Doctor Fate,Thor (Awakened),2,1,2
Ocean Master,Hawkeye,1,2,1
Leo Fitz,T.D.K.,2,1,2
Moon Knight,The Punisher,1,2,1
Thanos,Talos the Untamed,2,1,2
Kid Loki,Peacemaker,1,2,1
Envy,Loki (King of Asgard),2,1,2
Vigilante,Sinister Strange,2,1,2
Kaecilius,Lady Loki,2,1,2
Kang the Conqueror,Captain America (Worthy),2,1,2
Hawkeye (Variant),Cassandra Cain,1,2,1
Thanos (Infinity Gauntlet),Echo,1,2,1
The Grandmaster,Dormammu,1,2,1
Surtur,Black Bolt (Earth-838),1,2,1
Jor-El,Hela,1,2,1
Vulture,Star-Lord,1,2,1
Arishem the Judge,Swole Groot,1,2,1
Mighty Thor,Faora,1,2,1
Thanos (Infinity Gauntlet),Faora,2,1,2
Rocket Raccoon,Leo Fitz,2,1,2
Malekith (Reality Stone),Hela,2,1,2
Mysterio,Black Widow (Variant),2,1,2
Red Guardian,Ocean Master,2,1,2
High Evolutionary,Yondu,2,1,2
Ajak,Incubus,2,1,2
Nomad,Thor (Awakened),1,2,1
Captain Marvel,Darkseid,1,2,1
The Great Protector,Thanos (Infinity Gauntlet),1,2,1
Loki (Variant L1130),Spectral Vision,2,1,2
Wong,Star-Lord,1,2,1
Killmonger,Huntress,2,1,2
Wolverine,Yellowjacket,1,2,1
Kurse,General Zod,2,1,2
Ms. America,Daredevil,2,1,2
Black Bolt (Earth-838),Iron Man (MK 1),2,1,2
Malekith (Reality Stone),Cheetah,1,2,1
Mandarin,Ikaris,2,1,2
Ego,Savant,2,1,2
Lust,Steppenwolf,2,1,2
Vision,Black Widow,2,1,2
Cheetah,Thor,1,2,1
Mera,Taskmaster,1,2,1
Rescue,Dormammu,1,2,1
Doctor Fate,Hela,2,1,2
Shazam,Mysterio,2,1,2
Loki (Mind Stone),Black Canary,2,1,2
Black Panther,Talos the Untamed,1,2,1
Ego,Moon Knight,1,2,1
Black Canary,Gorr the God Butcher,2,1,2
Penthesileia,Quake,1,2,1
Black Panther,Sol Soria,2,1,2
Faora,Captain Marvel,1,2,1
Stature,Steppenwolf,1,2,1
Kingpin,Malekith (Reality Stone),2,1,2
Ultron,Hawkman,2,1,2
Cull Obsidian,Polka-Dot Man,2,1,2
T.D.K.,Shuri,2,1,2
Cyclone,Swole Groot,1,2,1
Lust,Black Bolt,2,1,2
Ant-Man,Philippus,2,1,2
Ares,Kid Loki,1,2,1
Kaecilius,Black Bolt (Earth-838),2,1,2
Outrider,Envy,2,1,2
Superman,Queen Atlanna,1,2,1
Mr. Fantastic (Earth-838),Talos the Untamed,1,2,1
Loki (Mind Stone),Cyclone,2,1,2
Black Panther,Gluttony,1,2,1
Giant-Man,Wong,1,2,1
Destroyer,Vision,1,2,1
Drax the Destroyer,Hela,1,2,1
Doomsday,Moon Knight,1,2,1
Cull Obsidian,Incubus,2,1,2
Rocket Raccoon,Steppenwolf,2,1,2
MODOK,Ratcatcher,2,1,2
Philippus,Gargantos,1,2,1
Gluttony,Loki,2,1,2
Malekith,The Collector,2,1,2
Gargantos,Hawkeye (Variant),2,1,2
Yondu,The Punisher,2,1,2
Stature,Giah,1,2,1
Ms. Marvel,Faora,1,2,1
Lady Loki,Mr. Fantastic (Earth-838),1,2,1
Nomad,Wasp,1,2,1
Arishem the Judge,The Great Protector,2,1,2
Proxima Midnight,The Executioner,2,1,2
Atom Smasher,Drax the Destroyer,1,2,1
Black Adam,Gargantos,2,1,2
Hawkman,Dar-Benn,2,1,2
Wasp,Heimdall,2,1,2
Spectral Vision,Hulk,1,2,1
Nebula,The Punisher,2,1,2
Groot,Elektra,1,2,1
Atom Smasher,Harley Quinn,1,2,1
Iron Monger,Baron Zemo,2,1,2
Korath the Pursuer,Hela,2,1,2
Iron Man (Stark Gauntlet),Okoye,1,2,1
Outrider,Ms. Marvel,1,2,1
MBaku,Heimdall,1,2,1
Ronan the Accuser,Mandarin,2,1,2
Enchantress,Crossbones,2,1,2
Iron Man (MK 1),Iron Fist,1,2,1
Red Skull,Thor,2,1,2
Jor-El,Rick Flag,1,2,1
Wonder Woman,Wong,1,2,1
Surtur,Ego,2,1,2
Echo,Taskmaster,2,1,2
Captain America (Worthy),Gamora,2,1,2
Crossbones,Gilgamesh,2,1,2
Hulk (Stark Gauntlet),The Grandmaster,2,1,2
Atom Smasher,Mr. Fantastic (Earth-838),1,2,1
Hawkeye,Ant-Man,2,1,2
Swole Groot,Cull Obsidian,1,2,1
Rick Flag,El Diablo,1,2,1
White Wolf,Superman,1,2,1
The Executioner,Captain America,1,2,1
Gamora,Jessica Jones,1,2,1
Doctor Strange,Enchantress,2,1,2
Iron Monger,Green Lantern,2,1,2
Fenris,Hela,2,1,2
Nomad,Loki (Mind Stone),1,2,1
Abomination,Sabbac,2,1,2
Swole Groot,Faora,1,2,1
Chitauri Footsoldier,Black Widow,1,2,1
Valkyrie,Philippus,2,1,2
Captain Carter (Earth-838),Slipknot,1,2,1
Kro,Nuidis Vulko,2,1,2
Harley Quinn,Mysterio,1,2,1
Wolverine,Ares,1,2,1
Cyborg,Harley Quinn,1,2,1
White Dragon,Dark Flash,2,1,2
Ratcatcher,The Collector,1,2,1
Mandarin,Outrider,1,2,1
Green Lantern,Thanos (Infinity Gauntlet),2,1,2
Joker,Philippus,1,2,1
Ancient One (Time Stone),Sersi,1,2,1
High Evolutionary,The Punisher,1,2,1
Joker,Cassandra Cain,2,1,2
Giah,Ultron,2,1,2
Mysterio,Black Widow,1,2,1
Photon,Luke Cage,1,2,1
T.D.K.,Whiplash Mark II,1,2,1
Rescue,Malekith (Reality Stone),1,2,1
Baron Mordo,Sabbac,2,1,2
Elektra,Quicksilver,2,1,2
Malekith (Reality Stone),Wonder Woman,2,1,2
Kurse,Hela,1,2,1
Phastos,Unworthy Thor,1,2,1
Loki (Keeper of the Multiverse),Destroyer,1,2,1
Kingo,Cassandra Cain,2,1,2
Yellowjacket,Vulture,2,1,2
Zeus,Enchantress,2,1,2
Iron Monger,Peacemaker,2,1,2
Leo Fitz,Polka-Dot Man,2,1,2
Killmonger,Iron Man (MK 1),2,1,2
Sersi (Uni-Mind),Supergirl,2,1,2
Sol Soria,Shuri,1,2,1
Steppenwolf,The Punisher,1,2,1
Taskmaster,Gilgamesh,1,2,1
Deadshot,Fenris,2,1,2
Iron Fist,Moon Knight,1,2,1
Odin,Hespera,2,1,2
Rick Flag,Gargantos,2,1,2
Luke Cage,Heimdall,2,1,2
Vigilante,Thor,2,1,2
Nomad,Thena,1,2,1
Baby Groot,King Nereus,1,2,1
Loki (Variant L1130),Enchantress,2,1,2
General Zod,The Grandmaster,1,2,1
Hawkman,Eternity,1,2,1
Nick Fury,Gargantos,1,2,1
El Diablo,Jemiah the Analyzer,2,1,2
Killian,Spectral Vision,1,2,1
Black Widow (Variant),Yondu,2,1,2
Falcon,Cheetah,2,1,2
Supergirl,El Diablo,1,2,1
Nick Fury,Crossbones,2,1,2
Captain Carter (Earth-838),Spectral Vision,2,1,2
Luke Cage,Nick Fury,2,1,2
MODOK,Captain Carter (Earth-838),1,2,1
She-Hulk,Smart Hulk,1,2,1
Doctor Strange,Cyborg,1,2,1
T.D.K.,Ms. Marvel,2,1,2
Ebony Maw,Ghost Rider,1,2,1
Mr. Knight,Kro,1,2,1
Lex Luthor,Aquaman,2,1,2
Drax the Destroyer,White Dragon,2,1,2
Gravik,Mister Zsasz,2,1,2
Ayo,Black Widow (Variant),2,1,2
Mera,Proxima Midnight,1,2,1
Dormammu,Heimdall,1,2,1
Bullseye,Darkseid,1,2,1
Kaecilius,Queen Hippolyta,2,1,2
Huntress,Wong,2,1,2
Ghost Rider,Sabbac,1,2,1
Nick Fury,Ms. America,2,1,2
Nomad,Deathlok,1,2,1
MODOK,Groot,1,2,1
Enchantress,Wong,2,1,2
Dormammu,Makkari,2,1,2
Loki (King of Asgard),Quicksilver,1,2,1
Korath the Pursuer,Sol Soria,1,2,1
Nomad,Rescue,2,1,2
The Great Protector,Freddy Freeman,1,2,1
Korg,T.D.K.,1,2,1
Iron Man (Hulkbuster),Hulk (Stark Gauntlet),2,1,2
Mister Zsasz,White Dragon,2,1,2
Jemiah the Analyzer,Ant-Man,2,1,2
Cyclone,Captain Carter (Earth-838),2,1,2
Agatha Harkness,Quake,2,1,2
Killian,Heimdall,1,2,1
Korath the Pursuer,MBaku,1,2,1
Starro,Ghost,1,2,1
Cyclone,Shang-Chi,1,2,1
Spider-Man,Nebula,1,2,1
Wonder Woman,High Evolutionary,2,1,2
Captain Boomerang,Shazam,1,2,1
Ancient One (Time Stone),Starro,1,2,1
Savant,Loki (Variant L1130),1,2,1
Thena,Hulk,2,1,2
Ikaris,Katana,2,1,2
Jessica Jones,Hespera,1,2,1
Gorr the God Butcher,Captain Carter (Earth-838),1,2,1
Deathlok,El Diablo,1,2,1
Outrider,Baby Groot,1,2,1
King Shark,Batman,2,1,2
The Flash,Rescue,1,2,1
Eternity,Drax the Destroyer,2,1,2
Thanos (Infinity Gauntlet),Iron Man (Stark Gauntlet),1,2,1
Wanda Maximoff (Pre-Wandavision),Ratcatcher,1,2,1
Nuidis Vulko,Ancient One,2,1,2
Ant-Man,T.D.K.,1,2,1
Wonder Woman,Lex Luthor,2,1,2
Gargantos,Warlock,1,2,1
Falcon,Vulture,1,2,1
King Shark,Gravik,2,1,2
Mera,Savant,2,1,2
Hulk (Stark Gauntlet),Kro,2,1,2
Spider-Man,Mera,2,1,2
MODOK,Okoye,1,2,1
Mighty Thor,Stature,1,2,1
Queen Atlanna,Red Skull,2,1,2
Cheetah,Jor-El,2,1,2
Queen Atlanna,Luke Cage,2,1,2
The Punisher,Gamora,2,1,2
Black Panther,Echo,1,2,1
Doctor Fate,Ms. America,2,1,2
Ms. America,Dark Flash,1,2,1
Frigga,Thanos,2,1,2
Ayo,Chitauri Footsoldier,1,2,1
Green Lantern,Aquaman,2,1,2
Lust,Black Widow (Variant),2,1,2
Star-Lord,Nomad,1,2,1
Black Bolt (Earth-838),Iron Man (Hulkbuster),2,1,2
Moon Knight,Stature,1,2,1
Korg,Faora,2,1,2
Rocket Raccoon,Gorr the God Butcher,1,2,1
Red Guardian,Ajak,2,1,2
The Collector,Gluttony,2,1,2
Mantis,Cheetah,2,1,2
Sersi (Uni-Mind),Starro,2,1,2
Fandral,Iron Monger,2,1,2
White Dragon,Corvus Glaive,1,2,1
Black Bolt,Savant,2,1,2
Ronan the Accuser (Power Stone),Mister Zsasz,2,1,2
Wonder Woman,Ares,2,1,2
Jor-El,Captain Marvel,2,1,2
Faora,Ikaris,2,1,2
